;Code;Désignation courte;Famille;Prix de vente HT;Prix de vente TTC;Stock théorique;Stock réel;Qté en cde client;Qté en cde fournisseur;Bloqué;Compte Vente Local;Désignation longue;Code TVA;Bloqué
890;ART1403;HP LaserJet Pro M118dw;FA0017;149,99  EUR;179,99  EUR;-1,000;-1,000;;;;707401;HP LaserJet Pro,  laser monochrome, Vitesse d'impression : 28 ppm (A4), Jusqu'à 20 000 pages (mensuel A4), Impression recto-verso rapide (18 ppm), Bac d'alimentation de 250 feuilles + alimentation prioritaire de 10 feuilles, Formats pris en charge : A4, A5, A6 , B5 (JIS), Enveloppes, Executive, Interfaces Fast Ethernet - RJ45 Femelle, Wi-Fi, USB 2.0 Poids : 6.9 kg, Garantie limitée d'un an;3;
891;ART2429;HP LaserJet Pro M404dn;FA0017;234,90  EUR;281,88  EUR;-6,000;-6,000;;;;707401;"HP, Imprimante Monochrome Laser Recto-Verso, Vitesse d'impression de 38 ppm et première page sortie en 6,3 secondes, Connectivité : 1 port USB 2.0 haut débit; 1 port hôte USB à l'arrière; Réseau Gigabit Ethernet 10/100/1000BASE-T, Capacité d'entrée standard de 350 feuilles et maximum 900 feuilles. Capacité de sortie de 150 feuilles, Dimension 381 x 357 x 216 mm, Poids 8,56 kg, Garantie 1 an";3;
892;ART1805;HP LaserJet Pro MFP M227sdn;FA0017;449,00  EUR;538,80  EUR;;;;;;707401;HP, Color LaserJet Pro, Imprimante multifonction, Noir et blanc,  Résolution d'impression jusqu'à 1200 x 1200 ppp, Impression recto verso, Capacité du chargeur de documents 150 feuilles, Type de support enveloppes, étiquettes, papier uni, papier recyclé, papier préimprimé, cartes postales,  Interfaces 1 x USB 2.0 - USB 4 broches type B, 1 x LAN - RJ-45, Dimensions (LxPxH) 40.3 x 40.74 x 31.15 cm, Poids 9.4 kg, Garantie 3 ans;3;
893;ART1816;HP LaserJet Pro MFP M428dw;FA0017;329,00  EUR;394,80  EUR;;;;;;707401;HP, LaserJet Pro, Imprimante multifonction, Noir et blanc,  Résolution d'impression jusqu'à 1200 x 1200 ppp, Impression recto verso, Capacité du chargeur de documents 150 feuilles,  Type de support enveloppes, papier uni, étiquettes, papier recyclé, papier, papier lourd, papier à faible grammage, papier perforé, papier préimprimé,  Interfaces 2 x USB host - USB de type A 4 broches, 1 x USB 2.0 - USB 4 broches type B, 1 x LAN Gigabit - RJ-45, Dimensions (LxPxH) 49.7 x 39.8 x 49 cm, Poids 15,5 kg, Garantie 1 an ;3;
894;ART2209;HP Link-5, Clavier sans fil;FA0013;39,00  EUR;46,80  EUR;-53,000;-46,000;7,000;;;707101;HP - Ensemble clavier et souris sans fil, connexion sans fil 2,4 GHz, Port USB-A disponible Dimensions (LxHxP) 44 x 14,62 x 2,76 cm, Poids 0,5 kg - Garantie 1 an ;3;
895;ART2662;HP LJ Pro MFP M479fdw;FA0017;329,00  EUR;394,80  EUR;-5,000;-5,000;;;;707401;HP, LaserJet Pro, Imprimante multifonction, Noir et blanc,  Résolution d'impression jusqu'à 1200 x 1200 ppp, Impression recto verso, Capacité du chargeur de documents 150 feuilles,  Type de support enveloppes, papier uni, étiquettes, papier recyclé, papier, papier lourd, papier à faible grammage, papier perforé, papier préimprimé,  Interfaces 2 x USB host - USB de type A 4 broches, 1 x USB 2.0 - USB 4 broches type B, 1 x LAN Gigabit - RJ-45, Dimensions (LxPxH) 49.7 x 39.8 x 49 cm, Poids 15,5 kg, Garantie 1 an ;3;
896;ART1628;HP LJ500 CL;FA0017;;;1,000;-1,000;;2,000;;707401;"HP LJ500 CL Multifonction 3/1 ""LaserJet Pro 500 color MFP M570dw"" Multifonction (télécopieur / photocopieuse / imprimante / scanner) laser couleur, résolution 600x600, recto-verso, vitesse d'impression 30 ppm, capacité papier 250 feuilles, interfaces USb / Ethernet Gigabit Wifi 802.1";3;
897;ART1719;HP MFPM480F ;FA0017;1047,43  EUR;1256,92  EUR;2,000;-1,000;;3,000;;707401;HP LaserJet Enterprise - Imprimante multifonctions - couleur - laser - Legal (216 x 356 mm) (original) - A4/Legal (support) - jusqu'à 27 ppm (copie) - jusqu'à 27 ppm (impression) - 300 feuilles - 33.6 Kbits/s - USB 2.0, Gigabit LAN, hôte USB 2. Garantie 5 ans  Cartouche d'encre inclus : Noir / Cyan /  Magenta  / Jaune  ;3;
898;ART2735;"HP Notebook 17""";FA0023;909,00  EUR;1090,80  EUR;-4,000;-3,000;1,000;;;707101;HP 470- Core i5 1135G7 / 2.4 GHz - Win 11 Pro - Iris Xe Graphics - 8 Go RAM - 256 Go SSD NVMe, HP Value - 17.3 1920 x 1080 (Full HD) - Wi-Fi 6 - clavier : Français - Garantie 2ans ;3;
899;ART2731;"HP Notebook G8 15.6""";FA0023;909,00  EUR;1090,80  EUR;;;;;;707101;HP Notebook - Core i5 1135G7 - 16 Go RAM - 512 Go SSD NVMe, HP Value - 15.6 IPS 1920 x 1080 (Full HD) @ 60 Hz - Iris Xe Graphics - Wi-Fi 5, Bluetooth - argent astéroïde - Windows 11 PRO - clavier : Français - Garantie 2ans ;3;
900;ART2297;HP Officejet Pro 6230 ;FA0017;144,99  EUR;173,99  EUR;-1,000;-1,000;;;;707401;Officejet - Imprimante jet d'encre A4, résolution 600x1200 dpi, vitesse max 24/29 ppm, processeur 500 MHz, capacité 225 feuilles, émulation PCL 3 GUI/HP PCL 3 Enhanced, interface USB/Ethernet/Wifi 802.11 b/g/n, dim 464 x 385 x 145.5 mm, poids 5.1 kg - Garantie 1 an;3;
901;ART2296;HP Officejet Pro 8210;FA0017;199,00  EUR;238,80  EUR;-1,000;-1,000;;;;707401;HP Officejet Pro - Imprimante - couleur - Recto-verso - jet d'encre - A4 - 1200 x 1200 ppp - jusqu'à 22 ppm (mono) / jusqu'à 18 ppm (couleur) - capacité : 250 feuilles - USB 2.0. LAN. Wi-Fi - Garantie 1 an;3;
902;ART1596;HP Officejet Pro 9010 All-in-One;FA0017;199,00  EUR;238,80  EUR;;-1,000;;1,000;;707401;HP, Imprimante multifonctions couleur, Type de télécopieur papier uni, Vitesse d'impression maximum jusqu'à 32 ppm, Résolution d'impression maximale jusqu'à 1200 x 1200 ppp (mono )/ jusqu'à 4 800 x 1 200 ppp (couleur), Capacité du chargeur de documents 35 feuilles, Type de supports papier uni, papier photo, papier épais, carte-copie, papier brillant, papier mat, Impression recto-verso, Interfaces 2 x modem - RJ-11, 1 x LAN - RJ-45, 1 x USB 2.0 - USB 4 broches type B, 1 x USB host - USB de type A 4 broches, Dimensions (LxPxH) 43.93 x  34.25 x 27.8 cm, Poids 8.95 kg, Garantie 1 an  Cartouche d'encre inclus : Noir / Cyan /  Magenta  / Jjaune  Information pour nous :  Matériel inclus : Cordon d'alimentation, Affiche d'installation, Guide de référence, HP 963 Cartouche d'encre noir, HP 963 Cartouche d'encre cyan, HP 963 Cartouche d'encre magenta, HP 963 Cartouche d'encre jaune;3;
903;ART2285;HP Officejet Pro 9012e ;FA0017;309,00  EUR;370,80  EUR;;;;;;707401;HP Officejet Pro - Imprimante multifonctions - couleur - jet d'encre - A4 - jusqu'à 21 ppm (copie) - jusqu'à 22 ppm (impression) - 250 feuilles - 33.6 Kbits/s - USB 2.0, LAN, Wi-Fi(n), hôte - utilise uniquement des cartouches HP d'origine, garantie 1 an;3;
904;ART2043;HP Pavilion Gaming,8Go,256ssd;FA0001;1009,00  EUR;1210,80  EUR;-1,000;-1,000;;;;707101;HP, Poste fixe, Processeur AMD Ryzen 5 / 3.6 GHz (Turbo 4.2 GHz), 6 coeurs, RAM 16 Go, Disque dur 256 Go SSD + 1 To HDD, Carte graphique NVIDIA GeForce GTX 1660 SUPER, Interfaces 1 x microphone, 4 x USB 2.0, 1 x LAN (Gigabit Ethernet), 1 x entrée de ligne audio, 1 x sortie de ligne audio, 2 x DisplayPort, 1 x HDMI, 1 x USB-C 3.1 Gen 1, 2 x USB 3.1 Gen 1, 2 x USB 3.1 Gen 2, 1 x casque/microphone, Audio haut-parleur, Windows 10 Famille,  Dimensions (LxPxH) 15.54 x 30.7 x 33.74 cm, Poids 5.96 kg, Garantie 1 an  Information pour nous :  Matériel inclus : Souris filaire, Clavier filaire;3;
905;ART1437;"HP Pavilion,13"", 8Go, 256ssd";FA0023;789,00  EUR;946,80  EUR;;-1,000;;1,000;;707101;"HP, Poste portable, Ecran 13,3"", Résolution Full HD 1920 x 1080, Processeur Intel Core i5 / 1 GHz (Turbo 3,6 GHz), 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics, Interfaces USB-C 3.1 Gen 1, 2 x USB 3.1 Gen 1, HDMI, Prise combo casque/microphone, 802.11a/b/g/n/ac,Bluetooth 5.0, Audio haut-parleurs, Windows 10 Familiale, Caméra, Dimensions (LxPxH) 31.1 x 21.1  x 1.54 cm, Poids 1,3 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
906;ART2804;HP Pro 260 G9;FA0023;689,00  EUR;826,80  EUR;-33,000;-28,000;5,000;;;707101;HP - Pro Mini, Processeur Intel Core i5, 1.3 GHz, RAM 8 Go, SSD 256 Go, 10 coeurs,  Windows 11 Pro, NVMe, Carte graphique Carte graphique Intel Iris Xe Dynamic Video Memory, Interfaces : 1 x USB-C 3.2 Gen 1, 3 x USB 3.2 Gen 1 - Type A (1 à l'avant, 2 à l'arrière) (dont un en charge), 2 x USB 2.0 - Type A (1 avant, 1 arrière), 1 x casque/microphone (Prise en charge des casques d'écoute CTIA et OMTP), 1 x DisplayPort 1.4a, 1 x HDMI, 1 x LAN (Gigabit Ethernet), 1 x série - Dimensions (LxPxH) : 17.7 cm x 17.5 cm x 3.4 cm, Poids : 1.42 kg -  Garantie 1 an ;3;
907;ART2872;HP Pro 290 G9, 8go, 256ssd;FA0001;519,00  EUR;622,80  EUR;-14,000;-14,000;;;;707101;HP Pro 290 - SFF - Core i3 12100 / 3.3 GHz - RAM 8 Go - SSD 256 Go - NVMe - graveur de DVD - UHD Graphics 730 - GigE - FreeDOS - moniteur : aucun - clavier : Français Garantie 1 an  Information pour nous :  Matériel inclus : Souris filaire, Clavier filaire, Alimentation;3;
908;ART1606;"HP ProBook 430 G6,13"",8Go,512ssd";FA0023;1265,50  EUR;1518,60  EUR;;-1,000;;1,000;;707101;"HP Probook, Poste  portable, Ecran 13,3"", Résolution Full HD 1920 x 1080, Antireflet, Processeur Intel Core i7 / 1.8 GHz (Turbo 4,6 GHz), 4 coeurs, RAM 8 Go, Disque dur 512 SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, USB 3.1 Gen 1, USB 3.1, LAN, HDMI, Prise combo casque/microphone, 802.11a/b/g/n/ac,Bluetooth 5.0, Audio haut-parleurs, Windows 10 Pro, Caméra,  Dimensions (LxPxH) 30.85 x 23.1 x 1.8 cm, Poids 1,49 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
909;ART1828;"HP ProBook 430 G7, 13"", 8Go, 256ssd";FA0023;849,00  EUR;1018,80  EUR;;;;;;707101;"HP PROBOOK , Poste portable, Ecran LED 13,3"", Résolution Full HD 1920 x 1080,  Anti-éblouissement, Processeur Intel Core I5 / 1.6 GHz (Turbo 4.2 GHz), 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, USB 3.1 Gen 1, USB 3.1 Gen 1, HDMI, LAN, Prise combo casque/microphone 802.11a/b/g/n/ac/ax,Bluetooth 5.1 , Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 30.85  x 23.1 x 1.8 cm, Poids 1,49 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur ";3;
910;ART1202;HP Probook 430 G8 13.3;FA0023;489,00  EUR;586,80  EUR;;-1,000;;1,000;;707101;HP PB430G8 i5-1135G7 13 8GB/256 PC Intel i5-1135G7, 13.3 FHD AG LED UWVA, UMA, Webcam, 8GB DDR4, 256GB SSD, ax+BT, 3C Batt, W11 Pro64 DG106, 1yr Wrty France - French localization Garantie 1 an ;3;
911;ART1457;"HP ProBook 440 G6,14"", 8Go,1 To hdd";FA0023;875,00  EUR;1050,00  EUR;;;;;;707101;"HP PROBOOK , Poste portable, Ecran 14"", Résolution Full HD 1920 x 1080, Antireflet, Processeur Intel Core i5 / 1.6 GHz (Turbo 3,9 GHz), 4 coeurs, RAM 8 Go, Disque dur 1 To HDD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0, LAN, HDMI, Prise combo casque/microphone, 802.11a/b/g/n/ac,Bluetooth 5.0, Audio haut-parleurs, Windows 10 Pro, Caméra, Clavier, Dimensions (LxPxH) 32.42 x 23.77 x 1.8 cm, Poids 1,6 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
912;ART1254;"HP ProBook 440 G6,14"",8Go,128ssd";FA0023;815,00  EUR;978,00  EUR;;-3,000;;3,000;;707101;"HP PROBOOK , Poste portable, Ecran 14"", Résolution  HD 1366 x 768, Antireflet, Processeur Intel Core i3 / 2.1 GHz  (Turbo 3.9 GHz), 2 coeurs, RAM 4 Go, Disque dur 128 Go SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0, LAN, HDMI, Prise combo casque/microphone, 802.11a/b/g/n/ac,Bluetooth 5.0, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 32.42 x 23.77 x 1.8 cm, Poids 1,6 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
913;ART1851;"HP ProBook 440 G7,14"",8Go,256ssd";FA0023;859,00  EUR;1030,80  EUR;;;;;;707101;"HP PROBOOK , Poste portable, Ecran 14"", Résolution Full HD 1920 x 1080 , Anti-éblouissement, Processeur Intel Core I5 / 1.6 GHz  (Turbo 4.2 GHz), 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0 (alimenté), HDMI, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac/ax,Bluetooth 5.1, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 32.42 x 23.77 x 1.8 cm, Poids 1,6 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
914;ART2338;"HP ProBook 440 G8,13.3"",8Go,256ssd";FA0023;949,00  EUR;1138,80  EUR;-1,000;-1,000;;;;707101;"HP PROBOOK , Poste portable, Ecran 13.3"", Résolution Full HD 1920 x 1080 , Anti-éblouissement, Processeur Intel Core I5 / 4.2GHz, 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0 (alimenté), HDMI, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac/ax,Bluetooth 5.1, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 30.69 cm x 20.84 cm x 1.59 cm, Poids 1,28 kg, Garantie 2 ans ";3;
915;ART2654;"HP ProBook 440 G8,14"",16Go,512ssd";FA0023;1349,00  EUR;1618,80  EUR;-1,000;-1,000;;;;707101;"HP PROBOOK , Poste portable, Ecran 14"", Résolution Full HD 1920 x 1080 , Anti-éblouissement, Processeur Intel Core I7 / 4.7GHz, 4 coeurs, RAM 16 Go, Disque dur 512 Go SSD, Carte graphique Iris Xe Graphics, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0 (alimenté), HDMI, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac/ax,Bluetooth 5.1, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 32.42 x 23.77 x 1.8 cm, Poids 1,6 kg, Garantie 1 an ";3;
916;ART2241;"HP ProBook 440 G8,14"",8Go,256ssd";FA0023;949,00  EUR;1138,80  EUR;;;;;;707101;"HP PROBOOK , Poste portable, Ecran 14"", Résolution Full HD 1920 x 1080 , Anti-éblouissement, Processeur Intel Core I5 / 2.4GHz, 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0 (alimenté), HDMI, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac/ax,Bluetooth 5.1, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 32.42 x 23.77 x 1.8 cm, Poids 1,6 kg, Garantie 2 ans ";3;
917;ART2450;"HP ProBook 440 G8,14"",8Go,256ssd";FA0023;949,00  EUR;1138,80  EUR;;;;;;707101;"HP PROBOOK , Poste portable, Ecran 14"", Résolution Full HD 1920 x 1080 , Anti-éblouissement, Processeur Intel Core I3 / 3GHz, 2 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0 (alimenté), HDMI, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac/ax,Bluetooth 5.1, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 32.42 x 23.77 x 1.8 cm, Poids 1,6 kg, Garantie 2 ans ";3;
918;ART2468;"HP ProBook 440 G8,14"",8Go,256ssd";FA0023;989,00  EUR;1186,80  EUR;-12,000;-12,000;;;;707101;"HP PROBOOK , Poste portable, Ecran 14"", Résolution Full HD 1920 x 1080 , Anti-éblouissement, Processeur Intel Core I5 / 2.4GHz, 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0 (alimenté), HDMI, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac/ax,Bluetooth 5.1, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 32.42 x 23.77 x 1.8 cm, Poids 1,6 kg, Garantie 2 ans ";3;
919;ART2086;"HP ProBook 440 G8,14"",8Go,512ssd";FA0023;1099,00  EUR;1318,80  EUR;;-2,000;;2,000;;707101;"HP PROBOOK , Poste portable, Ecran 14"", Résolution Full HD 1920 x 1080 , Anti-éblouissement, Processeur Intel Core I5 / 1.6 GHz  (Turbo 4.2 GHz), 4 coeurs, RAM 8 Go, Disque dur 512 Go SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0 (alimenté), HDMI, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac/ax,Bluetooth 5.1, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 32.42 x 23.77 x 1.8 cm, Poids 1,6 kg, Garantie 2 ans ";3;
920;ART1984;"HP ProBook 445 G7,14"",8go,256ssd";FA0023;849,00  EUR;1018,80  EUR;;-2,000;;2,000;;707101;"HP PROBOOK , Poste portable, Ecran 14"", Résolution  Full HD 1920 x 1080, Processeur AMD Ryzen 3 / 2.7 GHz (Turbo 3,7 GHz), 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique AMD Radeon Graphics, Interfaces USB-C 3.1 Gen 2/DisplayPort 1.2 (Power Delivery), 2 x USB 3.1 Gen 1, USB 2.0, HDMI, LAN, Prise combo casque/microphone, Bluetooth 5.0,802.11a/b/g/n/ac/ax, Audio haut-parleurs stéréo,double tableau de microphone, Windows 10 Pro, Caméra, Dimensions (LxPxH)  32.42  x 23.77  x 1.79 cm, Poids 1,6 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : HP 45 Watt Smart nPFC AC Adapter";3;
921;ART1492;"HP ProBook 450 G6 15"", 4go, 1Tohdd";FA0023;679,00  EUR;814,80  EUR;;;;;;707101;"HP PROBOOK , Poste portable, Ecran 15,6"", Résolution HD 1366 x 768, Antireflet, Processeur Intel Core i3 / 2,1 GHz (Turbo 3,9 GHz), 2 coeurs, RAM 4 Go, Disque dur 1 To HDD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, USB 2.0, 2 x USB 3.1, HDMI, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac,Bluetooth 5.0, Audio haut-parleurs, Windows 10 Familiale, Caméra, Clavier, Dimensions (LxPxH) 36,49 x 25,69 x 1.9 cm, Poids 2 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
922;ART1542;"HP ProBook 450 G6,15"",8go,1Tohdd";FA0023;855,00  EUR;1026,00  EUR;;;;;;707101;"HP PROBOOK , Poste portable, Ecran 15,6"", Résolution HD 1366 x 768, Antireflet, Processeur Intel Core i5 / 1,6 GHz (Turbo 3,9 GHz), 4 coeurs, RAM 8 Go, Disque dur 1 To HDD, Carte graphique NVIDIA GeForce MX130 / Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, USB 2.0, 2 x USB 3.1, HDMI, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac,Bluetooth 5.0, Audio haut-parleurs, Windows 10 Familiale, Caméra, Dimensions (LxPxH) 36.49 x 25.69 x 1.9 cm, Poids 2 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
923;ART1687;"HP ProBook 450 G7,13"" 8Go,256ssd";FA0023;969,00  EUR;1162,80  EUR;1,000;;;1,000;;707101;"HP PROBOOK , Poste portable, Ecran 13,3"", Résolution Full HD 1920 x 1080, Anti-éblouissement, Processeur Intel Core i3 / 2.1 GHz (Turbo 4.1 GHz), 2 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics, Interfaces USB-C 3.1 Gen 1/DisplayPort, USB 3.1 Gen 1, USB 3.1 Gen 1, HDMI, LAN, Prise combo casque/microphone, 802.11a/b/g/n/ac/ax,Bluetooth 5.1, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 30.85 x 23.1 x 1.8 cm, Poids 1.49 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
924;ART1689;"HP ProBook 450 G7,15"" 4Go,256ssd";FA0023;849,00  EUR;1018,80  EUR;;-2,000;;2,000;;707101;"HP PROBOOK , Poste portable, Ecran 15,6"", Résolution HD 1366 x 768, Antireflet, Processeur Intel Core i3 / 2.1 GHz (Turbo 4.1 GHz), 2 coeurs, RAM 4 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0, HDMI, LAN, Prise combo casque/microphone, Bluetooth 5.0,802.11ax, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 36.49 x 25.69 x 1.9 cm, Poids 2 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
925;ART1665;"HP ProBook 450 G7,15"" 4Go,500hdd";FA0023;839,00  EUR;1006,80  EUR;;-1,000;;1,000;;707101;"HP PROBOOK , Poste portable, Ecran 15,6"", Résolution HD 1366 x 768, Antireflet, Processeur Intel Core i3 / 2.1 GHz (Turbo 4.1 GHz), 2 coeurs, RAM 4 Go, Disque dur 500 Go HDD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0, HDMI, LAN, Prise combo casque/microphone, Bluetooth 5.0,802.11ax, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH)  36.49 x 25.69  x 1.9 cm, Poids 2 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
926;ART1698;"HP ProBook 450 G7,15"" 8Go,256ssd";FA0023;1059,00  EUR;1270,80  EUR;12,000;-13,000;-1,000;24,000;;707101;"HP PROBOOK , Poste portable, Ecran 15,6"", Résolution Full HD 1920 x 1080, Antireflet, Processeur Intel Core i5 / 1.6 GHz  (Turbo 4.2 GHz), 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0, HDMI, LAN, Prise combo casque/microphone, Bluetooth 5.0,802.11a/b/g/n/ac/ax, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 36.49 x 25.69 x 1.9 cm, Poids 2 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur secteur";3;
927;ART1848;"HP ProBook 450 G7,15"" 8Go,256ssd";FA0023;939,00  EUR;1126,80  EUR;-2,000;-12,000;;10,000;;707101;"HP PROBOOK , Poste portable, Ecran 15,6"", Résolution HD 1366 x 768, Antireflet, Processeur Intel Core i5 / 2.1 GHz (Turbo 4.1 GHz), 2 coeurs, RAM 8 Go, Disque dur 256 Go SSD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1/DisplayPort, 2 x USB 3.1 Gen 1, USB 2.0, HDMI, LAN, Prise combo casque/microphone, Bluetooth 5.0,802.11a/b/g/n/ac/ax, Audio haut-parleurs, Windows 10 Pro, Clavier, Caméra, Dimensions (LxPxH) 36.49 x 25.69  x 1.9 cm, Poids 2 kg, Garantie 1 an  Information pour nous :  Accessoires inclus : Adaptateur CA Smart HP de 45 watts";3;
928;ART2132;"HP ProBook 450 G7,15"", 8go,256ssd";FA0023;1129,00  EUR;1354,80  EUR;-3,000;-3,000;;;;707101;"HP , Poste portable, Ecran WLED 15,6"", Résolution Full HD 1920 x 1080, Anti-reflet, Processeur I5 / 1.6 GHz (Turbo 4,2 GHz), 4 coeurs, RAM 8 Go, Disque dur 256 Go SSD + 1 To HDD, Carte graphique Intel UHD Graphics 620, Interfaces USB-C 3.1 Gen 1, 2 x USB 3.1 Gen 1, USB 2.0, HDMI, LAN, Prise combo casque/microphone, Bluetooth 5.0,802.11a/b/g/n/ac/ax, Audio haut-parleurs stéréo,microphone, Windows 10 Pro, Caméra, Clavier, Dimensions (LxPxH) 36,49 x 25,69 x 1,9 cm, Poids 2 kg, Garantie 1 an  Information pour nous :   Accessoires inclus : Adaptateur secteur";3;
929;ART2305;"HP ProBook 450 G8 - 15.6"" - Core i3";;;;;;;;;707101;HP ProBook 450 G8 - Core i3 1115G4 / 3 GHz - Win 10 Pro 64 bits - 4 Go RAM - 256 Go SSD NVMe, HP Value - 15.6 IPS 1366 x 768 (HD) - Iris Xe Graphics - Wi-Fi, Bluetooth - brochet argent aluminium - clavier : Français;3;
930;ART2455;"HP ProBook 450 G8 - 15.6"" - Core i5";;779,00  EUR;934,80  EUR;;;;;;707101;HP ProBook 450 G8 - Core i5 1115G4 / 3 GHz - Win 10 Pro 64 bits - 8 Go RAM - 256 Go SSD NVMe, HP Value - 15.6 IPS 1366 x 768 (HD) - Iris Xe Graphics - Wi-Fi, Bluetooth - brochet argent aluminium - clavier : Français;3;
